query,symbol,chr,start,end,strand,notfound
MTHFD1L,MTHFD1L,6,150865679.0,151101887.0,1.0,False
MTHFD2,MTHFD2,2,74186172.0,74217565.0,1.0,False
MTHFD2L,MTHFD2L,4,74114174.0,74303099.0,1.0,False
MTHFR,MTHFR,1,11785723.0,11806455.0,-1.0,False
MTHFS,MTHFS,15,79833585.0,79897379.0,-1.0,False
MTHFSD,MTHFSD,16,86530178.0,86555235.0,-1.0,False
MTIF2,MTIF2,2,55236230.0,55270263.0,-1.0,False
MTIF3,MTIF3,13,27435634.0,27450613.0,-1.0,False
MTM1,MTM1,X,150568417.0,150673143.0,1.0,False
MTMR1,MTMR1,X,150692971.0,150765165.0,1.0,False
MTMR10,MTMR10,15,30938941.0,30991904.0,-1.0,False
MTMR11,MTMR11,1,149928651.0,149937523.0,-1.0,False
MTMR12,MTMR12,5,32226994.0,32313013.0,-1.0,False
MTMR14,MTMR14,3,9649433.0,9702393.0,1.0,False
MTMR2,MTMR2,11,95821766.0,95925315.0,-1.0,False
MTMR3,MTMR3,22,29883141.0,30030868.0,1.0,False
MTMR4,MTMR4,17,58489529.0,58517905.0,-1.0,False
MTMR6,MTMR6,13,25245495.0,25287521.0,-1.0,False
MTMR9,MTMR9,8,11284523.0,11328146.0,1.0,False
MTO1,MTO1,6,73461578.0,73509236.0,1.0,False
MTOR,MTOR,1,11106531.0,11262556.0,-1.0,False
MTPAP,MTPAP,10,30309801.0,30374448.0,-1.0,False
MTPN,MTPN,7,135926760.0,135977375.0,-1.0,False
MTR,MTR,1,236795260.0,236921278.0,1.0,False
MTREX,MTREX,5,55307736.0,55426065.0,1.0,False
MTRF1,MTRF1,13,41216145.0,41263775.0,-1.0,False
MTRF1L,MTRF1L,6,152987362.0,153002709.0,-1.0,False
MTRR,MTRR,5,7851186.0,7906025.0,1.0,False
MTSS1,MTSS1,8,124550776.0,124728775.0,-1.0,False
MTURN,MTURN,7,30134986.0,30162765.0,1.0,False
MTUS1,MTUS1,8,17643794.0,17801545.0,-1.0,False
MTX1,MTX1,1,155208695.0,155213824.0,1.0,False
MTX2,MTX2,2,176269395.0,176338025.0,1.0,False
MTX3,MTX3,5,79976716.0,79991262.0,-1.0,False
MUC20,MUC20,3,195720884.0,195741123.0,1.0,False
MUC20-OT1,MUC20-OT1,,,,,False
MUL1,MUL1,1,20499445.0,20508151.0,-1.0,False
MUS81,MUS81,11,65857126.0,65867653.0,1.0,False
MUTYH,MUTYH,1,45329163.0,45340893.0,-1.0,False
MVB12A,MVB12A,19,17405722.0,17433724.0,1.0,False
MVB12B,MVB12B,9,126326815.0,126507041.0,1.0,False
MVD,MVD,16,88651934.0,88663161.0,-1.0,False
MVK,MVK,12,109573255.0,109598125.0,1.0,False
MVP,MVP,16,29820394.0,29848039.0,1.0,False
MX1,MX1,21,41420020.0,41470071.0,1.0,False
MX2,MX2,21,41361957.0,41409417.0,1.0,False
MXD1,MXD1,2,69897688.0,69942945.0,1.0,False
MXD3,MXD3,5,177301461.0,177312757.0,-1.0,False
MXD4,MXD4,4,2247432.0,2262115.0,-1.0,False
MXI1,MXI1,10,110207605.0,110287365.0,1.0,False
MXRA7,MXRA7,17,76672551.0,76711004.0,-1.0,False
MXRA8,MXRA8,1,1352689.0,1361777.0,-1.0,False
MYADM,MYADM,19,53864763.0,53878125.0,1.0,False
MYB,MYB,6,135181308.0,135219173.0,1.0,False
MYBBP1A,MYBBP1A,17,4538897.0,4555400.0,-1.0,False
MYBL1,MYBL1,8,66562175.0,66614247.0,-1.0,False
MYBL2,MYBL2,20,43667019.0,43716495.0,1.0,False
MYC,MYC,8,127735434.0,127742951.0,1.0,False
MYCBP,MYCBP,1,38862493.0,38873378.0,-1.0,False
MYCBP2,MYCBP2,13,77042474.0,77327094.0,-1.0,False
MYCL,MYCL,1,39895428.0,39902256.0,-1.0,False
MYD88,MYD88,3,38138552.0,38143024.0,1.0,False
MYDGF,MYDGF,19,4641374.0,4670365.0,-1.0,False
MYEF2,MYEF2,15,48134632.0,48178353.0,-1.0,False
MYH10,MYH10,17,8474205.0,8632303.0,-1.0,False
MYH11,MYH11,16,15703135.0,15858438.0,-1.0,False
MYH3,MYH3,17,10628526.0,10657309.0,-1.0,False
MYH7,MYH7,14,23412733.0,23436137.0,-1.0,False
MYH7B,MYH7B,20,34955810.0,35002437.0,1.0,False
MYH9,MYH9,22,36281279.0,36388010.0,-1.0,False
MYL12A,MYL12A,18,3247481.0,3256260.0,1.0,False
MYL12B,MYL12B,18,3261479.0,3278461.0,1.0,False
MYL5,MYL5,4,673521.0,682033.0,1.0,False
MYL6,MYL6,12,56158345.0,56163496.0,1.0,False
MYL6B,MYL6B,12,56151966.0,56159647.0,1.0,False
MYL9,MYL9,20,36541490.0,36551447.0,1.0,False
MYLIP,MYLIP,6,16129086.0,16151367.0,1.0,False
MYLK,MYLK,3,123610049.0,123884375.0,-1.0,False
MYLK-AS1,MYLK-AS1,,,,,False
MYNN,MYNN,3,169773377.0,169789716.0,1.0,False
MYO10,MYO10,5,16661907.0,16936288.0,-1.0,False
MYO15A,MYO15A,17,18108756.0,18179802.0,1.0,False
MYO15B,MYO15B,17,75587800.0,75626849.0,1.0,False
MYO18A,MYO18A,17,29071119.0,29180456.0,-1.0,False
MYO19,MYO19,17,36495118.0,36545884.0,-1.0,False
MYO1B,MYO1B,2,191245064.0,191425820.0,1.0,False
MYO1C,MYO1C,17,1464186.0,1492698.0,-1.0,False
MYO1D,MYO1D,17,32492522.0,32877192.0,-1.0,False
MYO1E,MYO1E,15,59132434.0,59372871.0,-1.0,False
MYO1F,MYO1F,19,8517463.0,8577464.0,-1.0,False
MYO1G,MYO1G,7,44962662.0,44979813.0,-1.0,False
MYO5A,MYO5A,15,52307281.0,52529132.0,-1.0,False
MYO6,MYO6,6,75749175.0,75919537.0,1.0,False
MYO7B,MYO7B,2,127535683.0,127637729.0,1.0,False
MYO9A,MYO9A,15,71822291.0,72118577.0,-1.0,False
MYO9B,MYO9B,19,17075728.0,17214537.0,1.0,False
MYOF,MYOF,10,93306429.0,93482334.0,-1.0,False
MYOM1,MYOM1,18,3066693.0,3220126.0,-1.0,False
MYOM2,MYOM2,8,2044682.0,2165552.0,1.0,False
MYPOP,MYPOP,19,45890020.0,45902808.0,-1.0,False
MYSM1,MYSM1,1,58643440.0,58700090.0,-1.0,False
MYZAP,MYZAP,15,57591900.0,57685364.0,1.0,False
MZB1,MZB1,5,139387467.0,139390081.0,-1.0,False
MZF1,MZF1,19,58561915.0,58573597.0,-1.0,False
MZF1-AS1,MZF1-AS1,19,58558591.0,58605223.0,1.0,False
MZT1,MZT1,13,72708367.0,72727629.0,-1.0,False
MZT2A,MZT2A,2,131464900.0,131492743.0,-1.0,False
MZT2B,MZT2B,2,130181737.0,130190729.0,1.0,False
N4BP1,N4BP1,16,48538726.0,48620148.0,-1.0,False
N4BP2,N4BP2,4,40056658.0,40158252.0,1.0,False
N4BP2L1,N4BP2L1,13,32400723.0,32428311.0,-1.0,False
N4BP2L2,N4BP2L2,13,32432417.0,32538885.0,-1.0,False
N4BP3,N4BP3,5,178113167.0,178127034.0,1.0,False
N6AMT1,HEMK2,21,28872191.0,28885373.0,-1.0,False
NAA10,NAA10,X,153929225.0,153935080.0,-1.0,False
NAA15,NAA15,4,139301446.0,139420033.0,1.0,False
NAA16,NAA16,13,41311267.0,41377035.0,1.0,False
NAA20,NAA20,20,20017310.0,20033655.0,1.0,False
NAA25,NAA25,12,112026689.0,112109434.0,-1.0,False
NAA30,NAA30,14,57390544.0,57415906.0,1.0,False
NAA35,NAA35,9,85941002.0,86026967.0,1.0,False
NAA38,NAA38,17,7856685.0,7885238.0,-1.0,False
NAA40,NAA40,11,63938669.0,63957319.0,1.0,False
NAA50,NAA50,3,113716458.0,113746786.0,-1.0,False
NAA60,NAA60,16,3443649.0,3486954.0,1.0,False
NAA80,NAA80,3,50296402.0,50299416.0,-1.0,False
NAAA,NAAA,4,75910655.0,75941013.0,-1.0,False
NAALADL1,NAALADL1,11,65044818.0,65058553.0,-1.0,False
NAB1,NAB1,2,190646746.0,190692769.0,1.0,False
NAB2,NAB2,12,57089014.0,57095476.0,1.0,False
NABP1,NABP1,2,191678068.0,191741097.0,1.0,False
NABP2,NABP2,12,56222000.0,56229859.0,1.0,False
NACA,NACA,12,56712305.0,56731628.0,-1.0,False
NACC1,NACC1,19,13116468.0,13141147.0,1.0,False
NACC2,NACC2,9,136006537.0,136095289.0,-1.0,False
NADK,NADK,1,1751232.0,1780544.0,-1.0,False
NADK2,NADK2,5,36192589.0,36242279.0,-1.0,False
NADSYN1,NADSYN1,11,71453109.0,71524107.0,1.0,False
NAE1,NAE1,16,66802874.0,66873256.0,-1.0,False
NAF1,NAF1,4,163110073.0,163166913.0,-1.0,False
NAGA,NAGA,22,42058334.0,42071198.0,-1.0,False
NAGK,NAGK,2,71064344.0,71079808.0,1.0,False
NAGLU,NAGLU,17,42536241.0,42544449.0,1.0,False
NAGPA,NAGPA,16,5024756.0,5034141.0,-1.0,False
NAGS,NAGS,17,44004581.0,44011028.0,1.0,False
NAIF1,NAIF1,9,128061233.0,128068206.0,-1.0,False
NAIP,NAIP,5,70968166.0,71025339.0,-1.0,False
NALT1,NALT1,9,136546162.0,136552541.0,1.0,False
NAMPT,NAMPT,7,106248298.0,106291225.0,-1.0,False
NANP,NANP,20,25612935.0,25624014.0,-1.0,False
NANS,NANS,9,98056674.0,98083087.0,1.0,False
NAP1L1,NAP1L1,12,76032987.0,76085261.0,-1.0,False
NAP1L2,NAP1L2,X,73212299.0,73215239.0,-1.0,False
NAP1L3,NAP1L3,X,93670930.0,93673578.0,-1.0,False
NAP1L4,NAP1L4,11,2944429.0,2992386.0,-1.0,False
NAP1L5,NAP1L5,4,88695913.0,88697829.0,-1.0,False
NAPA,NAPA,19,47487637.0,47515091.0,-1.0,False
NAPA-AS1,NAPA-AS1,19,47484282.0,47502399.0,1.0,False
NAPB,NAPB,20,23374519.0,23421519.0,-1.0,False
NAPEPLD,NAPEPLD,7,103099776.0,103151172.0,-1.0,False
NAPG,NAPG,18,10525905.0,10552766.0,1.0,False
NAPRT,NAPRT,8,143574782.0,143578649.0,-1.0,False
NARF,NARF,17,82458180.0,82490537.0,1.0,False
NARS2,NARS2,11,78435620.0,78575194.0,-1.0,False
NASP,NASP,1,45583581.0,45618905.0,1.0,False
NAT1,NAT1,8,18170399.0,18223739.0,1.0,False
NAT10,NAT10,11,34105608.0,34147670.0,1.0,False
NAT14,NAT14,19,55485188.0,55487569.0,1.0,False
NAT9,NAT9,17,74770522.0,74776384.0,-1.0,False
NATD1,NATD1,17,21238870.0,21253410.0,-1.0,False
NAV1,NAV1,1,201538982.0,201826969.0,1.0,False
NAXD,NAXD,13,110615512.0,110639996.0,1.0,False
NAXE,NAXE,1,156591743.0,156609507.0,1.0,False
NBAS,NBAS,2,15166913.0,15561340.0,-1.0,False
NBDY,NBDY,X,56729219.0,56819179.0,1.0,False
NBEA,NBEA,13,34942270.0,35673022.0,1.0,False
NBEAL1,NBEAL1,2,203014608.0,203226378.0,1.0,False
NBEAL2,NBEAL2,3,46979666.0,47009707.0,1.0,False
NBL1,NBL1,1,19596979.0,19658456.0,1.0,False
NBN,NBN,8,89924515.0,90003228.0,-1.0,False
NBPF1,NBPF1,1,16562319.0,16613562.0,-1.0,False
NBPF10,NBPF10,1,146064711.0,146229000.0,-1.0,False
NBPF11,NBPF11,1,148102042.0,148152342.0,-1.0,False
NBPF12,NBPF12,1,146938324.0,146996202.0,1.0,False
NBPF14,NBPF14,1,148531385.0,148679742.0,-1.0,False
NBPF15,NBPF15,1,144421390.0,144461676.0,-1.0,False
NBPF19,NBPF19,1,149475045.0,149556361.0,1.0,False
NBPF20,NBPF20,1,145289900.0,145425603.0,-1.0,False
NBPF26,NBPF26,1,120723945.0,120842229.0,1.0,False
NBPF3,NBPF3,1,21440099.0,21485005.0,1.0,False
NBPF9,NBPF9,1,149052186.0,149103591.0,-1.0,False
NBR1,NBR1,17,43170317.0,43211689.0,1.0,False
NCALD,NCALD,8,101686542.0,102124907.0,-1.0,False
NCAM1,NCAM1,11,112961275.0,113278436.0,1.0,False
NCAPD2,NCAPD2,12,6493356.0,6531970.0,1.0,False
NCAPD3,NCAPD3,11,134150113.0,134225504.0,-1.0,False
NCAPG,NCAPG,4,17810844.0,17844865.0,1.0,False
NCAPG2,NCAPG2,7,158628224.0,158704825.0,-1.0,False
NCAPH,NCAPH,2,96335734.0,96377091.0,1.0,False
NCAPH2,NCAPH2,22,50508213.0,50524780.0,1.0,False
NCBP1,NCBP1,9,97633448.0,97673748.0,1.0,False
NCBP2,NCBP2,3,196935402.0,196942594.0,-1.0,False
NCBP3,NCBP3,17,3802158.0,3846246.0,-1.0,False
NCDN,NCDN,1,35557456.0,35567274.0,1.0,False
NCEH1,NCEH1,3,172630249.0,172711218.0,-1.0,False
NCF1,NCF1,7,74773975.0,74789376.0,1.0,False
NCF2,NCF2,1,183554461.0,183593499.0,-1.0,False
NCF4,NCF4,22,36860988.0,36878017.0,1.0,False
NCK1,NCK1,3,136862177.0,136951606.0,1.0,False
NCK1-DT,NCK1-DT,3,136807637.0,136862618.0,-1.0,False
NCK2,NCK2,2,105744369.0,105894275.0,1.0,False
NCKAP1,NCKAP1,2,182909115.0,183038858.0,-1.0,False
NCKAP1L,NCKAP1L,12,54497721.0,54548243.0,1.0,False
NCKAP5L,NCKAP5L,12,49791140.0,49828750.0,-1.0,False
NCKIPSD,NCKIPSD,3,48673841.0,48686364.0,-1.0,False
NCL,NUCLEOLIN,2,231453531.0,231483641.0,-1.0,False
NCLN,NCLN,19,3185563.0,3209575.0,1.0,False
NCOA1,NCOA1,2,24490992.0,24770702.0,1.0,False
NCOA2,NCOA2,8,70109772.0,70404191.0,-1.0,False
NCOA3,NCOA3,20,47501864.0,47656877.0,1.0,False
NCOA4,NCOA4,10,46005085.0,46030669.0,-1.0,False
NCOA5,NCOA5,20,46060985.0,46089962.0,-1.0,False
NCOA6,NCOA6,20,34689097.0,34825739.0,-1.0,False
NCOA7,NCOA7,6,125780943.0,125932034.0,1.0,False
NCOR1,NCOR1,17,16029065.0,16218185.0,-1.0,False
NCOR2,NCOR2,12,124324407.0,124567623.0,-1.0,False
NCR1,NCR1,19,54906148.0,54916140.0,1.0,False
NCR3,NCR3,6,31588895.0,31593217.0,-1.0,False
NCSTN,NCSTN,1,160343294.0,160358957.0,1.0,False
NDC1,NDC1,1,53765460.0,53838560.0,-1.0,False
NDC80,NDC80,18,2571520.0,2616635.0,1.0,False
NDE1,NDE1,16,15643267.0,15734691.0,1.0,False
NDEL1,NDEL1,17,8408528.0,8490411.0,1.0,False
NDFIP1,NDFIP1,5,142108762.0,142154440.0,1.0,False
NDFIP2,NDFIP2,13,79481155.0,79556077.0,1.0,False
NDN,NDN,15,23685400.0,23687305.0,-1.0,False
NDOR1,NDOR1,9,137205667.0,137219361.0,1.0,False
NDRG1,NDRG1,8,133237175.0,133302022.0,-1.0,False
NDRG2,NDRG2,14,21016763.0,21071094.0,-1.0,False
NDRG3,NDRG3,20,36651766.0,36746128.0,-1.0,False
NDST1,NDST1,5,150485648.0,150558211.0,1.0,False
NDST2,NDST2,10,73801910.0,73811963.0,-1.0,False
NDUFA1,NDUFA1,X,119871796.0,119876689.0,1.0,False
NDUFA10,NDUFA10,2,239892450.0,240025743.0,-1.0,False
NDUFA11,NDUFA11,19,5891207.0,5904006.0,-1.0,False
NDUFA12,NDUFA12,12,94895297.0,95003748.0,-1.0,False
NDUFA13,NDUFA13,19,19515736.0,19529054.0,1.0,False
NDUFA2,NDUFA2,5,140638740.0,140647771.0,-1.0,False
NDUFA3,NDUFA3,19,54102728.0,54109257.0,1.0,False
NDUFA4,COXFA4,7,10931943.0,10940531.0,-1.0,False
NDUFA5,NDUFA5,7,123536997.0,123557904.0,-1.0,False
NDUFA6,NDUFA6,22,42085526.0,42090884.0,-1.0,False
NDUFA7,NDUFA7,19,8308768.0,8321382.0,-1.0,False
NDUFA8,NDUFA8,9,122144058.0,122159779.0,-1.0,False
NDUFA9,NDUFA9,12,4649095.0,4694317.0,1.0,False
NDUFAB1,NDUFAB1,16,23581014.0,23596319.0,-1.0,False
NDUFAF1,NDUFAF1,15,41387218.0,41409403.0,-1.0,False
NDUFAF2,NDUFAF2,5,60945177.0,61154531.0,1.0,False
NDUFAF3,NDUFAF3,3,49020459.0,49023495.0,1.0,False
NDUFAF4,NDUFAF4,6,96889313.0,96897894.0,-1.0,False
NDUFAF5,NDUFAF5,20,13785007.0,13821580.0,1.0,False
NDUFAF6,NDUFAF6,8,94895533.0,95116455.0,1.0,False
NDUFAF7,NDUFAF7,2,37231631.0,37253403.0,1.0,False
NDUFAF8,NDUFAF8,17,81239305.0,81241310.0,1.0,False
NDUFB1,NDUFB1,14,92116119.0,92121978.0,-1.0,False
NDUFB10,NDUFB10,16,1959508.0,1962021.0,1.0,False
NDUFB11,NDUFB11,X,47142071.0,47145466.0,-1.0,False
NDUFB2,NDUFB2,7,140690777.0,140723923.0,1.0,False
NDUFB3,NDUFB3,2,201071433.0,201085754.0,1.0,False
NDUFB4,NDUFB4,3,120596303.0,120602507.0,1.0,False
NDUFB5,NDUFB5,3,179604690.0,179627647.0,1.0,False
NDUFB6,NDUFB6,9,32553001.0,32573184.0,-1.0,False
NDUFB7,NDUFB7,19,14566078.0,14572066.0,-1.0,False
NDUFB8,NDUFB8,10,100523668.0,100530000.0,-1.0,False
NDUFB9,NDUFB9,8,124539101.0,124580648.0,1.0,False
NDUFC1,NDUFC1,4,139266880.0,139302564.0,-1.0,False
NDUFC2,NDUFC2,11,78068297.0,78081871.0,-1.0,False
NDUFS1,NDUFS1,2,206114817.0,206159522.0,-1.0,False
NDUFS2,NDUFS2,1,161197104.0,161214723.0,1.0,False
NDUFS3,NDUFS3,11,47565336.0,47584565.0,1.0,False
NDUFS4,NDUFS4,5,53560633.0,53683338.0,1.0,False
NDUFS5,NDUFS5,1,39026318.0,39034636.0,1.0,False
NDUFS6,NDUFS6,5,1801363.0,1816051.0,1.0,False
NDUFS7,NDUFS7,19,1383527.0,1395590.0,1.0,False
NDUFS8,NDUFS8,11,68030617.0,68036647.0,1.0,False
NDUFV1,NDUFV1,11,67605653.0,67612554.0,1.0,False
NDUFV2,NDUFV2,18,9102433.0,9134346.0,1.0,False
NDUFV2-AS1,NDUFV2-AS1,18,9121176.0,9136645.0,-1.0,False
NDUFV3,NDUFV3,21,42879644.0,42913304.0,1.0,False
NEAT1,NEAT1,11,65422774.0,65445540.0,1.0,False
NECAB3,NECAB3,20,33657087.0,33674463.0,-1.0,False
NECAP1,NECAP1,12,8076939.0,8097881.0,1.0,False
NECAP2,NECAP2,1,16440707.0,16460081.0,1.0,False
NECTIN1,NECTIN1,11,119623408.0,119729200.0,-1.0,False
NECTIN2,NECTIN2,19,44846175.0,44889228.0,1.0,False
NECTIN3,NECTIN3,3,111070071.0,111275563.0,1.0,False
NEDD1,NEDD1,12,96907224.0,96953780.0,1.0,False
NEDD4,NEDD4,15,55826917.0,55993660.0,-1.0,False
NEDD4L,NEDD4L,18,58044050.0,58401540.0,1.0,False
NEDD8,NEDD8,14,24216802.0,24232385.0,-1.0,False
NEDD9,NEDD9,6,11183298.0,11382348.0,-1.0,False
NEFH,NEFH,22,29480218.0,29491390.0,1.0,False
NEFL,NEFL,8,24950955.0,24956721.0,-1.0,False
NEIL1,NEIL1,15,75346878.0,75357115.0,1.0,False
NEIL2,NEIL2,8,11769639.0,11787345.0,1.0,False
NEK1,NEK1,4,169369704.0,169612644.0,-1.0,False
NEK11,NEK11,3,131026850.0,131353043.0,1.0,False
NEK3,NEK3,13,52132639.0,52159600.0,-1.0,False
NEK4,NEK4,3,52708444.0,52770973.0,-1.0,False
NEK6,NEK6,9,124257606.0,124353307.0,1.0,False
NEK7,NEK7,1,198156883.0,198322451.0,1.0,False
NEK8,NEK8,17,28725897.0,28743455.0,1.0,False
NEK9,NEK9,14,75079353.0,75127344.0,-1.0,False
NELFA,NELFA,4,1982717.0,2041903.0,-1.0,False
NELFB,NELFB,9,137255327.0,137273542.0,1.0,False
NELFE,NELFE,6,31952087.0,31959038.0,-1.0,False
NELL2,NELL2,12,44508274.0,44921889.0,-1.0,False
NEMF,NEMF,14,49782083.0,49852822.0,-1.0,False
NEMP1,NEMP1,12,57055643.0,57088063.0,-1.0,False
NEMP2,NEMP2,2,190504338.0,190534722.0,-1.0,False
NENF,NENF,1,212432853.0,212446379.0,1.0,False
NEO1,NEO1,15,73051645.0,73305205.0,1.0,False
NEPRO,RMP64,3,113002444.0,113019861.0,-1.0,False
NET1,NET1,10,5412557.0,5459056.0,1.0,False
NETO2,NETO2,16,47077703.0,47144006.0,-1.0,False
NEU1,NEU1,6,31857063.0,31862905.0,-1.0,False
NEU3,NEU3,11,74984361.0,75018893.0,1.0,False
NEURL1,NEURL1,10,103493705.0,103592546.0,1.0,False
NEURL4,NEURL4,17,7315628.0,7329393.0,-1.0,False
NEXN,NEXN,1,77888480.0,77943895.0,1.0,False
NF1,NF1,17,31094927.0,31382116.0,1.0,False
NF2,NF2,22,29603546.0,29698598.0,1.0,False
NFAM1,NFAM1,22,42380407.0,42432403.0,-1.0,False
NFAT5,NFAT5,16,69565094.0,69704666.0,1.0,False
NFATC1,NFATC1,18,79395856.0,79529325.0,1.0,False
NFATC2,NFATC2,20,51386957.0,51562831.0,-1.0,False
NFATC2IP,NFATC2IP,16,28950807.0,28967092.0,1.0,False
NFATC3,NFATC3,16,68084751.0,68229259.0,1.0,False
NFE2,NFE2,12,54292107.0,54301259.0,-1.0,False
NFE2L1,NFE2L1,17,48047889.0,48061545.0,1.0,False
NFE2L2,NFE2L2,2,177218667.0,177392756.0,-1.0,False
NFE2L3,NFE2L3,7,26152190.0,26187137.0,1.0,False
NFIA,NFIA,1,60865259.0,61462788.0,1.0,False
NFIB,NFIB,9,14081843.0,14398983.0,-1.0,False
NFIC,NFIC,19,3314403.0,3469217.0,1.0,False
NFIL3,NFIL3,9,91408748.0,91425066.0,-1.0,False
NFIX,NFIX,19,12995475.0,13098796.0,1.0,False
NFKB1,NFKB1,4,102500937.0,102617302.0,1.0,False
NFKB2,NFKB2,10,102394110.0,102402529.0,1.0,False
NFKBIA,NFKBIA,14,35401079.0,35404749.0,-1.0,False
NFKBIB,NFKBIB,19,38899700.0,38908893.0,1.0,False
NFKBID,NFKBID,19,35887630.0,35902303.0,-1.0,False
NFKBIE,NFKBIE,6,44258166.0,44265788.0,-1.0,False
NFKBIL1,NFKBIL1,6,31546870.0,31558829.0,1.0,False
NFKBIZ,NFKBIZ,3,101827991.0,101861022.0,1.0,False
NFRKB,NFRKB,11,129863636.0,129895590.0,-1.0,False
NFS1,NFS1,20,35668052.0,35699373.0,-1.0,False
NFU1,NFU1,2,69396113.0,69437657.0,-1.0,False
NFX1,NFX1,9,33290428.0,33371872.0,1.0,False
NFXL1,NFXL1,4,47847233.0,47914667.0,-1.0,False
NFYA,NFYA,6,41072946.0,41102403.0,1.0,False
NFYB,NFYB,12,104117080.0,104138241.0,-1.0,False
NFYC,NFYC,1,40691570.0,40771606.0,1.0,False
NFYC-AS1,NFYC-AS1,1,40669089.0,40692086.0,-1.0,False
NGDN,NGDN,14,23469679.0,23509862.0,1.0,False
NGLY1,NGLY1,3,25718717.0,25790039.0,-1.0,False
NGRN,NGRN,15,90265659.0,90275778.0,1.0,False
NHLRC2,NHLRC2,10,113854475.0,113917194.0,1.0,False
NHLRC3,NHLRC3,13,39038306.0,39050109.0,1.0,False
NHLRC4,NHLRC4,16,567005.0,569495.0,1.0,False
NHP2,NHP2,5,178149459.0,178153961.0,-1.0,False
NHS,NHS,X,17375200.0,17735994.0,1.0,False
NHSL2,NHSL2,X,71910845.0,72161750.0,1.0,False
NID1,NID1,1,235975830.0,236065202.0,-1.0,False
NIF3L1,NIF3L1,2,200888992.0,200905578.0,1.0,False
NIFK,NIFK,2,121726945.0,121736912.0,-1.0,False
NIFK-AS1,NIFK-AS1,2,121649320.0,121728567.0,1.0,False
NIN,NIN,14,50719763.0,50831504.0,-1.0,False
NINJ1,NINJ1,9,93121496.0,93134310.0,-1.0,False
NINJ2,NINJ2,12,562852.0,663742.0,-1.0,False
NINL,NINL,20,25451594.0,25585586.0,-1.0,False
NIP7,NIP7,16,69337996.0,69343106.0,1.0,False
NIPA1,NIPA1,15,22773063.0,22829789.0,1.0,False
NIPA2,NIPA2,15,22838625.0,22869362.0,1.0,False
NIPAL2,NIPAL2,8,98189826.0,98294393.0,-1.0,False
NIPAL3,NIPAL3,1,24413527.0,24476735.0,1.0,False
NIPBL,NIPBL,5,36876769.0,37066413.0,1.0,False
NIPSNAP1,NIPSNAP1,22,29554808.0,29581327.0,-1.0,False
NIPSNAP2,NIPSNAP2,7,55951793.0,56000181.0,1.0,False
NIPSNAP3A,NIPSNAP3A,9,104747683.0,104760138.0,1.0,False
NIPSNAP3B,NIPSNAP3B,9,104763850.0,104777764.0,1.0,False
NISCH,NISCH,3,52455118.0,52493068.0,1.0,False
NIT1,NIT1,1,161118082.0,161125445.0,1.0,False
NIT2,NIT2,3,100334625.0,100361635.0,1.0,False
NKAP,NKAP,X,119920672.0,119943751.0,-1.0,False
NKAPD1,NKAPD1,11,112074086.0,112085152.0,1.0,False
NKD1,NKD1,16,50548396.0,50649249.0,1.0,False
NKG7,NKG7,19,51371606.0,51372704.0,-1.0,False
NKIRAS1,NKIRAS1,3,23889951.0,23946591.0,-1.0,False
NKIRAS2,NKIRAS2,17,42011382.0,42025644.0,1.0,False
NKRF,NKRF,X,119588337.0,119606443.0,-1.0,False
NKTR,NKTR,3,42600471.0,42648738.0,1.0,False
NLE1,NLE1,17,35128730.0,35142306.0,-1.0,False
NLK,NLK,17,28041723.0,28196381.0,1.0,False
NLN,NLN,5,65722205.0,65871725.0,1.0,False
NLRC3,NLRC3,16,3539033.0,3577403.0,-1.0,False
NLRC4,NLRC4,2,32224453.0,32265770.0,-1.0,False
NLRC5,NLRC5,16,56989485.0,57084238.0,1.0,False
NLRP1,NLRP1,17,5499415.0,5619424.0,-1.0,False
NLRP12,NLRP12,19,53792139.0,53824403.0,-1.0,False
NLRP2,NLRP2,19,54953130.0,55001142.0,1.0,False
NLRP3,NLRP3,1,247332331.0,247449668.0,1.0,False
NLRP7,NLRP7,19,54923509.0,54966312.0,-1.0,False
NLRX1,NLRX1,11,119166481.0,119184017.0,1.0,False
NMB,NMB,15,84655129.0,84658563.0,-1.0,False
NMD3,NMD3,3,161104681.0,161253532.0,1.0,False
NME1,NME1,17,51152949.0,51162428.0,1.0,False
NME2,NME2,17,51163013.0,51171749.0,1.0,False
NME3,NME3,16,1770317.0,1771732.0,-1.0,False
NME4,NME4,16,396725.0,410367.0,1.0,False
NME6,NME6,3,48290288.0,48301685.0,-1.0,False
NME7,NME7,1,169132531.0,169367948.0,-1.0,False
NME8,NME8,7,37848597.0,37900397.0,1.0,False
NMI,NMI,2,151270467.0,151289908.0,-1.0,False
NMNAT1,NMNAT1,1,9943428.0,9985501.0,1.0,False
NMNAT3,NMNAT3,3,139558709.0,139678017.0,-1.0,False
NMRAL1,NMRAL1,16,4461684.0,4495763.0,-1.0,False
NMRK1,NMRK1,9,75060573.0,75088306.0,-1.0,False
NMT1,NMT1,17,44957992.0,45109016.0,1.0,False
NMT2,NMT2,10,15102584.0,15168719.0,-1.0,False
NMUR1,NMUR1,2,231523187.0,231530445.0,-1.0,False
NNT,NNT,5,43602660.0,43707405.0,1.0,False
NNT-AS1,NNT-AS1,5,43571594.0,43603230.0,-1.0,False
NOA1,NOA1,4,56962876.0,56977623.0,-1.0,False
